Comments,Sentiment,Aspect
እናመሰግናለን እና ቀጥሉበት,Positive,Service
እናመሰግናለን ኢትዮ ቴሌኮም ይሄንንስ ማን አየበት እናንተ ሁናችሁ  ,Positive,Service
በማታ ስጦታ መስጠት ጥሩ  ከዚህ በፊት ከሠራችሁት ስህተት ተምራችኋል,Positive,Service
እሺ መልካም  አመሰግናለሁ ,Positive,Service
በርቱ,Positive,Service
በጣም እናመሰግናለን ,Positive,Service
ገንዘብ ማስተላለፍ ቀላል እና አሪፍ ስርዓት ,Positive,Service
እውነት ይህን ዕድል ስላመቻቹልን በጣም አመሰግናለሁ እኔ የቴሌብር ተጠቃሚ ነኝ በርቱ እወዳችኋለሁ ,Positive,Service
ዋው የኛ ኩባንያ ታላቅ ሥራ ,Positive,Service
ለአገልግሎታችሁ እናመሰግናለን,Positive,Service
የኛ ጀግና ኩባንያ,Positive,Service
ዋው ባለፉት ዓመታት በፍጥነት በማደግ ላይ ያለው ኢኮኖሚ እንደነበረው ሁሉ አገሪቱም በትክክለኛው መንገድ ላይ ትገኛለች,Positive,Service
ቴሌ ብር ፈጣን በመሆኑ በጣም ወደነዋል ተመችቶናል ሥጦታውም በቂ  ግን ግልፅ ያልሆነልኝ ሌላ ሠው ስናሥመዘግብ ፍሌክሲ ይሠጣል የተባለው ግን ጓደኛችን የሚልከው ኮድ የቱን  የኛውን ኮድ ወይሥ የቱን ,Positive,Quality
ውድ ደንበኛ የአገልግሎት ተጠቃሚ በመሆናችን እናመሰግናለን,Positive,Service
ሁልጊዜም ጥሪታችሁን ሳላደንቅ ብቀር ንፉግነት  በርቱ የሀገራችን የጀርባ አጥንት ናችሁ ,Positive,Service
ኮንግራ  ይህ በጣም የሚያስደስት ክንውን  ,Positive,Service
ጥሩ የቴክኖሎጂ እድገት,Positive,Service
እናመሰግናለን ,Positive,Service
ይህ አሰራር በጣም አሪፍ   በተለይ ወደ ገጠራማ አከባቢ ላሉ ኢትዮጵያውያን በጣም አስፈላጊ ነገር ,Positive,Service
በጣም ፈጣን  ይመቻል ሌሎቹም አገልግሎቶች እንደዚህ ቴሌብር ፈጣን ቢሆኑ ይመቹ ነበር,Positive,Service
ተሰርቷል እናመሰግናለን,Positive,Service
በጣም አመሰግናለሁ,Positive,Service
ላቀረባችሁት አገልግሎት አመሰግናችኋለሁ,Positive,Service
እግዚአብሄር ሁላችሁንም ቴሌ ሰራተኞች ይባርካችሁ   ,Positive,Service
ወደነዋል,Positive,Service
ከበፊቱ ትልቅ ለውጥን አምጥቷቸዋል ከዚህም በላይ እንድታመጡ እንጠብቃቸዋለን እናመሰግናለን,Positive,Service
ደስ የሚል ዜና  በርቱ ለ ሚሊየ ሰፊ ስራ መስራት እና ተደራሽመሆን ያስፈልጋል አሪፍ  በርቱልን,Positive,Service
አሁን ላይ ቆንጆ መስሪያ ቤት ሁኗል በዚሁ ቀጥሉበት ባይሆን ሰራተኞቻችሁንም ኑሮ ስለጨመረ ፈቀድ አድርጓቸው በተጨማሪ ስለ ሞባይል መኒ ዙሪያ ሰፋ ያለ ግንዛቤ እንፈልጋለን አመሰግናለሁ,Positive,Service
በውስጥ መስመር ፅፌያለሁ ለቀልጣፋ አገልግሎታችሁ እናመሰግናለን,Positive,Service
ስለ መልካም ምላሻችሁ ከልብ አመሰግናለሁ ,Positive,Service
መልካም ባአል ይሁን ላደረጋችሁት ትብብር ከልብ እናመሰግናለን,Positive,Service
አይዛቸው የኢትዮጵያ እድገት መሰላሎች ከጎናቸው ነኝ,Positive,Service
እሺ አመሰግናለሁ ,Positive,Service
ከሁሉም በላይ የተመቸኝ ድሪጅቱ ለእያንዳንዱ ሰው ኮመንት  ለማድረግ መሞከሩ  ይህ ወደ ደንበኛው ለመቅረብ የድሪጅቱን ፍላጎት ያሳያል ስለዚህ ትክክለኛ ጥያቄና አስተያየት ካስቀመጥን የምሰማንና የምቀበለን  እየፈጠሪን ስለሆነ ገርሞኛል ደስ ብሎኛል ቀጥሉበት መልስ የምፈልግ ኮመንት ስታገኙ በአጭር ግዜ መልስ እንድትሰጡ ሀሳቤን አስቀምጣለው,Positive,Service
 ኩራት ይሰማኛል ሁሌም በእድገት ላይ,Positive,Service
እኛ ሁሌ ነቀፋ ስለምኖድ  እንጂ ኢትዮ ቴሌኮም ያዘመናቸው ብዙ አይነት አገልግሎቶች እንዳሉ መዘንጋትም የለብንም ወይስ አብዛኞቻችን ለቴክኖሎጂው ባዳ ሆነን ስለማንጠቀማቸው አላወቅንም? ብቻ ግን ክፍተቶች ካሉ ይታረሙ እንጂ በጣም ኣሪፍ እየፈጠናቹህ እና እያዘመናቹህን ስለሆነ ከልብ እናመሰግናለን,Positive,Service
ዋው ባለፉት ዓመታት በፍጥነት በማደግ ላይ ያለው ኢኮኖሚ እንደነበረው ሁሉ አገሪቱም በትክክለኛው መንገድ ላይ ትገኛለች,Positive,Service
ዋው ታላቅ ስኬት ,Positive,Service
መልካም አገልግሎት,Positive,Service
የእርስዎን የአገልግሎት ጥራት በማሳደግ የእርስዎን ደንበኞች ማርካት,Positive,Service
ሁሉም ድርጅት እንደቴሌ ብሆን አገሪት ታድግ ነበር ህዝባችን ምስጋና ሰለማያውቅ ያልተገባ ቃል ቢናገሩአችሁ እንዳይ ደብራችሁ?በእኔ በኩል በጣም አመሰግናችሁ አለው,Positive,Service
እንኮራለን ኢትዮ ቴሌኮም ስራ አስኪያጅ እና የሰራተኞቹ ቀጥሉበት,Positive,Service
ውድ የቴሌ ቤተሰቦች ስራችሁ በጣም እማወደድ ሀገራችን በቴክኖሎጂው ዘርፍ ከፍ ለማድረግ እያደረጋችሂት ያለውን ጥረት እናደንቃለን በቱ,Positive,Service
 ቴሌኮም በማንኛውም ጊዜ ወደፊት በመገስገስ ታላቅ ስራ እየሰራ ,Positive,Service
ለውጡን በተግባር ያሳየን ብቸኛ ተቋም ኢትዮቴሌ ብቻ  ብልፅግናን በተግባር እያሳያችሁን ስለሆነ ክብር ይገባቹሀል ፍሬሂወት የዘመናችን ጀግና ናት ሰርታ የምታሰራ ብርቱ ሴት ናት ሁላችሁም ጀግኖቻችን ናችሁ በርቱ ,Positive,Service
በእውነት በሀገራችን ከሚገኙት ብዙ ዘርፎች ዉሰጥ ኢትዮ ቴሌኮም በጣም ከፈተኛ ስኬት  ያስመዘገበው ይሄም መሆን የቻለበት ምከንያት ሴቶች መንያከል ለስራቸው ተኩረት ስተው እንደሚሰሩ ያሳየናል   ,Positive,Service
አመሰግናለሁ,Positive,Service
አመሰግናለሁ ታላቅ ስራ ቀጥልበት,Positive,Quality
 ጥሩ ስራ,Positive,Service
የናንተ ሥራ በጣም አምርቅ ያለውና በህዝብ ተቀባይነት ያለው መልካም ሥራ ሁል ጊዜ አመሰግናቸውዋለሁ,Positive,Service
ከልብ እናመሰግናለን በላቀ ፍጥነት የዳታ አገልግሎት እየተጠቀምን  ፍጥነቱም ይለያል ,Positive,Service
ውድ የቴሌ ቤተሰቦች ስራችሁ በጣም እማወደድ ሀገራችን በቴክኖሎጂው ዘርፍ ከፍ ለማድረግ እያደረጋችሂት ያለውን ጥረት እናደንቃለን በቱ,Positive,Service
ከጊዜው ጋር የዘመነ ቴከኖሎጅሁልጊዜ ወደፊት በርቱ,Positive,Service
ዋው ባለፉት ዓመታት በፍጥነት በማደግ ላይ ያለው ኢኮኖሚ እንደነበረው ሁሉ አገሪቱም በትክክለኛው መንገድ ላይ ትገኛለች,Positive,Service
 አመሰግናለሁ ,Positive,Service
ቀላል መንገድ ዋው,Positive,Service
ጥሩ  ቀጥሉበት,Positive,Service
ታላቅ ስራ  ለሠራተኞች እና ለአስተዳደር የጋራ ስራ ምስጋና ይድረሱ በቅርቡ ከኢትዮቴሌኮም ስለ  እንሰማለን ብዬ ተስፋ አደርጋለሁ,Positive,Service
ታላቅ ሥራ ሁሉም በክልላችን የከፊልአረንጓዴ ቅርሳችንን ለመውሰድ እየተዘጋጅን  የዚህ አካል በመሆኔ ኩራት ይሰማኛል,Positive,Quality
መልካም ስራ ,Positive,Service
ጥሩ ስራ የቴሌቢር አገልግሎቶችን ለማፋጠን ሞክሩ,Positive,Service
ስለ አስተያየትዎ አመሰግናለሁ በአካባቢያችንም የቴክኖሎጂ ስርጭት ያስፈልገናል እናመሰግናለን እንደገና ,Positive,Service
አጠቃቀም መመሪያ ካለም አሳውቁን እናመሰግናለን ኢትዮ ቴለኮም ኩራታችን,Positive,Service
እናመሰግናለን እትዬ ቴሌኮም የብዙ ግዜ ጥያቅያችን ነበር,Positive,Service
ዋው እናመሰግናለን ይህ  ቴሌኮም ግሩም ኩባንያ,Positive,Service
 በእያንዳንዱ  ሙከራዎች አማካኝነት የቦነስ ሽልማቶችን ጨምሮ ቀላል አግባብነት እና ምቹ አቅጣጫዎችን ይዞ  የከረበ ምርጥ ሶፍትዌር አገልግሎት ,Positive,Service
ግሩምና ደማቅ ውጤት ከማይነጥፍ ፈገግታ ጋር አሪፍ ,Positive,Service
ታላቅ ስራ  የ  ዓመት አይደለም የ  ዓመት ስራ ,Positive,Service
ታላቅ ስራ  ለሠራተኞች እና ለአስተዳደር የጋራ ስራ ምስጋና ይድረሱ በቅርቡ ከኢትዮቴሌኮም ስለ  እንሰማለን ብዬ ተስፋ አደርጋለሁ,Positive,Service
ብራቮ ኢትዮ ቴሌኮም ቀጥሉበት,Positive,Service
ታላቅ ,Positive,Service
ለሰጣችሁት ምላሽ እናመሰግናለን የሌሎችን አስተያየት እያነበብኩ  እናንተም በትህትና ምላሽ ሰጥታችኋል,Positive,Service
እንደገና አመሰግናለሁ,Positive,Service
 ለዚህ ዲጂታል አለም አስገራሚ ስራ እያከናዎነ  ኢትዮጵያ ውስጥ ምርጥ ኦፕሬተር ይሆናል ብዬ ተስፋ አደርጋለሁ,Positive,Service
ለለውጥ እራሱን ማዘጋጀቱ እና ከሌሎች   ጋር አብሮ መስራቱ የሚደገፍ እና መዘመን እናመሰግናለን,Positive,Service
 የዓለም ክፍል የቴሌኮም ኩባንያመሪ የቴሌኮም ንግድ በቅርቡ ይሆናል,Positive,Service
ታላቅ ምስጋና  ,Positive,Service
ዋው ይገርማል,Positive,Service
ታላቅ ሥራ ,Positive,Service
አሪፍ    ትልቅ ላይክ ከሞያሌ,Positive,Service
አመሰግናለሁ,Positive,Service
በጣም ጥሩ,Positive,Service
በጣም እናመሰግናለን እኛ ከፍተኛ ጥራት ያለው የሞባይል ዳታ አገልግሎት በመጠቀም ላይ ነን,Positive,Service
በጣም እናመሰግናለን ፍጥነቱ ጥሩ ,Positive,Service
ጥሩ ቀጥሉበት,Positive,Service
አንቺ ሁሌም ሥራ ላይ ነሽ የኔ ጀግና በርቺ,Positive,Service
ዋው እናመሰግናለን ይህ የቴሌኮም ግሩም ኩባንያ ,Positive,Service
እንኳን ደስ አላችሁ,Positive,Service
እናመሰግናለን ሀዋሳ  ሰርቶልናል ቴሌያችን,Positive,Service
በጣም አመሰግናለሁ,Positive,Service
እናመሰግናለን ,Positive,Quality
መልካም ስራ,Positive,Quality
ከጊዜው ጋር የዘመነ ቴከኖሎጅሁልጊዜ ወደፊት በርቱ,Positive,Service
ጥሩ  በዚው ቀጥሉ,Positive,Service
ቀላል መንገድ ዋው,Positive,Service
መልካም አገልግሎት,Positive,Service
በጣም አመሰግናለሁ  የኢንተርኔት አገልግሎትን ከፍተኛ ጥራት ጋር በመጠቀም ላይ  k  ,Positive,Accessability 
ጥሩ,Positive,Service
የኛንም ተቋም እዳንቺ አይነት አቋም ያለው ሰው ያሥፈልገዋ,Positive,Service
ጀግና እንስት ጠንካራ እየአመራር ብቃት,Positive,Service
እኔም ተመችቶታል እኛ አካባቢ ባይደርስም ደግሞ እኔ ምፈልገው ቴሌ ብር የሚለው ቲሸርት ,Positive,Service
አመሠግናለሁ ,Positive,Service
እናመሰግናለን ጅምራችሁ ጥሩ  ለበለጠ ትጋት ስንቅ ይሆናቸዋልና ,Positive,Service
እናመሰግናለን እንጠቀማለን ,Positive,Service
በጣም አመሰግናለሁ አዳዲስ ደንበኞችን ለመሳብ እና አሁን ያሉ ደንበኞችን ለማስተናገድ ታላቅ እድል ይመስለኛል,Positive,Quality
እናመሰግናለን ,Positive,Service
ለማንኛውም አገራዊ ለውጡን ያየ ኢትዮቴሌኮም ላይ  ቢባል ማጋነን አይደለም እናመሰግናለን,Positive,Service
በእውነቱ ህዝብን ለማገልገል እና ተጠቃሚ ለማድረግ እያደረጋችሁ ያላችሁት ጥረት በጣም የሚደነቅ  ምን አልባት ማድረግ የምንችለው ምስጋና ማቅረብ  ከልብ እናመሰግናለን በተለይ ፍሌክሲ ደሞ ሁሉም እንደ አቅሙ ሁሉንም አገልግሎት እንዲያገኝ የሚያደርግ ስለሆነ እናመሰግናለን ቀጥሉበት ,Positive,Service
አሁን በጣም ግልፅ  በጣም ቆንጆ አማራጭ ነገር ግን ዋጋው ትንሽ ከነበረው ጥቅል የጨመረ  ,Positive,Service
በዚሁ አማራጭ ስሞክረው ትክክል  ላደረሱኝ መረጃ ከልብ አመሰግናለሁ ,Positive,Service
በእውነቱ ከሆነ ጥሩ አገልግሎት  በአንድ ሙሌት እንደየወቅኩ የዳታየድምፅ እና የመልእክት አገልግሎት ለመጠቀም ያስችላል ሊበረታታ ይገባል,Positive,Service
በጣም ጥሩ ግን አብዛኞቻችን የተመቸን በቤቶ ይቆዩ ጥቅል   ምትለዋን ግን አቻ አማርኛ ቃል አታቹለት ? ለምሳሌ ተለዋዋጭ  ተለዋጭ ማለት ትችላላችሁ,Positive,Service
ለአገልግሎታችሁ እናመሰግናለን ,Positive,Service
ጥሩ ስራ  በርቱ ተበራቱ በተጨማሪ አስተያዬትና ጥያቄ አሉኝ ከሰማችሁኝ በየጊዜው ሪፓርት ማውጣችሁ አሪፍ ግን በምስሉ ላይ ያለውን መረጃ በፁሁፍ ብታወጡት እላለሁኝ ሌላው  ባለፈው ለብሄራዊ ፈተና ዳታ ስቋጥ በአማካይ በየቀኑሚሊየን ገቢ እንደምናጣ ጠቅሷልየናንተ ሪፖርት ተቀደሚ ቢሆንም ግን ልዩነቱ በጣም ሰፍቷል በሰአት እስከ ሚሊየን ብርም ተብሏልየመረጃው ልዩነት ከ ይበልጣል ለምን እንዴት? አመሰግናለሁኝ,Positive,Service
  ለዚህ ስኬታችሁ የእኔው ትልቁ ሚና እንዳለበት እንዳትረሱ,Positive,Service
ታላቅ ስኬት,Positive,Service
እንኮን ደስ ያላችሁ እስቲ የደስደስ ጀባ በሉን,Positive,Service
አንደኛ,Positive,Service
ታታሪነት ሀቀኝነትና የአመራር ብቃት አንድን ተቋም ምን ያህል ለሕዝብ ተደራሽ አድርጎ ወደእድገት ጎዳና እንደሚያሸጋግረው ኢትዮቴሌኮም የተግባር ምስክር ከከፍተኛ እስከ ጽዳት ያላችሁ ትጉ አመራርና ሠራተኞች የላቀ የድል መድረክ ከፊትለፊት ይጠብቃችኋልና በርትታችሁ ቀጥሉበትከፍተኛ አመራሮችም አመርቂ ውጤቱ የተሳካበትን መንገድ ለሌሎች ተቋማት በማጋራት ተሞክሯችሁን ብትለዋወጡ ብርታት እንደምትሆኑ በማመን መልካም የሥራ ዘመን እመኝላችኋለሁሕብረት ጽናት ብልጽግና ለኢትዮጵያና አጋሮቿ,Positive,Service
እውነትም መልካም ውጤት,Positive,Service
ጥሩ ሥራ,Positive,Service
መልካም ዜና,Positive,Service
ቀጥሉበት,Positive,Service
 አስደናቂ ,Positive,Service
አመሰግናለሁ   ,Positive,Service
ኢትዮ ቴሌኮም ለኢትዮጵያ ገቢ በማመንጨት ላይ ,Positive,Service
ሁላችሁም አመሰግናለሁ,Positive,Service
እናመሰግናለን አመሰግናለሁ እናመሰግናለን እናመሰግናለን,Positive,Service
መልካም መልዕክት,Positive,Service
ይህን መከተል ጥሩ ,Positive,Service
ይህን መስማት ደስ ይላል,Positive,Service
ዋው ምን ታላቅ ቅናሽ        ,Positive,Service
መልካም,Positive,Service
የኔ  ,Positive,Service
በጣም አስፈላጊ የሆነ መተግበሪያ,Positive,Service
ጥቅል መተግበሪያ ተስማሚ  ለኔ,Positive,Service
እወዳችኃለሁ,Positive,Service
እጂግ በጣም ደስብሎኛል ደስ ይበላቹ,Positive,Service
እናመሰግናለን ,Positive,Service
 የመረጃ አጠቃቀሜን ከ ወደ  በማሻሸጉ ላመሰግናችሁ እወዳለሁ,Positive,Service
ኢትዮቴሌኮም ማመስገን እፈልጋለሁ,Positive,Service
   ኢትዮቴሌኮም,Positive,Service
በጣም እናመሰግናለን እኛ ከፍተኛ ጥራት ጋር የመረጃ አገልግሎት በመጠቀም ላይ  ቀጥል ,Positive,Service
በጣም አሪፍና ፈጣን አገልግሎት  በርቱ,Positive,Service
እናመሰግናለን ምላሹን እንጠብቃለን,Positive,Service
እናመሰግናለን,Positive,Service
በጣም ውድ  መካከለኛ እና ዝቅተኛ ገቢ ያላቸውን ሰዎች ከግምት ያስገባ አይደለም ከሌሎች የአፍሪካ ሃገራት አንጻር  ውድ  ይህ ውነት የሚያሳየው ገበያውን ለብቻ የመቆጣጠር ውጤት ,Positive,Service
በጣም አስደናቂ የሆነ ሥራ መሥራትህን ቀጥል,Positive,Service
አመሰግናለሁ,Positive,Service
ለስጦታዎ እናመሰግናለን,Positive,Service
ላደረጋችሁት ትብብር አመሰግናችኋለሁ እንዴት ማግኘት እንደሚቻል ወይም እንዴት ጥብቅ ማድረግ እንደሚቻል,Positive,Quality
ብራቮ ይህም ደንበኞች የሚያስፈልጋቸውን ለመምረጥ ተጨማሪ አማራጮች እንዲኖሯቸው ያስችላል,Positive,Quality
አረ ቴሌ ተመቻችሁኝ ,Positive,Service
መልካም,Positive,Service
በጣም ጥሩ  በርቱ አገራችን ለውጥ ትፈልጋለች,Positive,Service
ጥሩ ስራ  በርቱ ተበራቱ,Positive,Service
መሪ ኩባንያ,Positive,Service
ታታሪነት ሀቀኝነትና የአመራር ብቃት አንድን ተቋም ምን ያህል ለሕዝብ ተደራሽ አድርጎ ወደእድገት ጎዳና እንደሚያሸጋግረው ኢትዮቴሌኮም የተግባር ምስክር ከከፍተኛ እስከ ጽዳት ያላችሁ ትጉ አመራርና ሠራተኞች የላቀ የድል መድረክ ከፊትለፊት ይጠብቃችኋልና በርትታችሁ ቀጥሉበት,Positive,Service
 ተሳክቶልኛል አመሰግናለሁ,Positive,Service
እናመሰግናለን ,Positive,Service
ምርጥ አገልግሎት,Positive,Service
ኢትዮ ቴሌኮም በኢኮኖሚያችን እድገት ምርጥ  ስለዚህ ይህ ቴክኖሎጂ ብዙ ጥቅምን ይከተል,Positive,Service
 በጣም ጎበዝ  አመሰግናለሁ   ለኛው የቴሌኮሙኒኬሽንና ቴክኖሎጂ ሕብረተሰብ የደስታ በዓል ,Positive,Service
ደስ ይላል የህዝብ ድርጅት ህዝባዊነቱን ህዝብ በተቸገረ ወቅት ሲደረስ ደስይላል እስኪ ሌሎችም የተቋም አመራሮች የውይዘሪት ፍሬህይውት ተሞክሮ ወስዳችሁ የዘር ሀርግ እየቆጠራችሁ ተቋሙን በደመነፍስ ከምትመሩ ከዚያ ወጣችሁ በሰዋዊ እና በውቀት ህዝባችሁን አገልግሉ እውነት አክብሮቴ ከልብ ,Positive,Service
 ስላደረጋችሁልን ቅናሽ ከልብ እናመሰግናለን,Positive,Service
 ጥሩ እየሰራ  አሁን አልፎ አልፎ  ከመሆኑ ውጭ እሱንም ቢሆን እንደምታስተካክሉት እርግጠኛ ነኝ  ከምስጋና ጋር ,Positive,Service
"አመስግኑ ትልቅ መፍትሄ  እቤት ለመዋል አስገዳጅም አደለም አንዳንዱ በግድ ግዛ የተባለ ይመስላል ማመስገን ይልመድብን
ኢትዮ ቴሌኮም እናመሰግናለን",Positive,Service
ይህ    መጀመሪያ በማመስገን እንጀምርምን ሲደርግልን እንአደምናመሰግን ብቻ ይገርመኝ ጀምሯል ወይ ጉድ ልበል እንጂ,Positive,Service
በጣም አመሰግናለው ,Positive,Service
የምታከናውናቸውን ሥራዎች በሙሉ አደንቃለሁ  በሀገሪቱ እንደምትኮሩ አውቃለሁ መልካም ሥራውን ቀጥሉ,Positive,Service
በጣም ጥሩ በመላ አገሪቱም ተስፋፍቶታል,Positive,Service
በጣም ርካሽ  አሪፍ  በርቱ,Positive,Service
በጣም ርካሽ  በኢቲዮቴልኮም እንኮራለን ,Positive,Price
አሪፍ  በርቱ እኔ ውጪ ዘመድ ባይኖረኝም ላላቸው ጥሩ ስጦታ ,Positive,Quality
አመሰግናለሁ,,
ጥሩ ገበታ  ይቅናቹሁ,Positive,Service
መልካም ለውጥ  ዋጋ ብቻ ሳይሆን የብዙ አገልግሎት ዓይነቶችም,Positive,Service
ይህ ሊደነቅና ሊበረታታ ይገባል,Positive,Service
 እናመሰግናለን,Positive,Service
መልካም አገልግሎት እናመሰግናለን,Positive,Service
ታላቅ ስኬት አመሰግናለሁ,Positive,Price
እናመሰግናለን ,Positive,Price
ጥሩ ,Positive,Price
አመሰግናለሁ  ,Positive,Service
  ተደመሮአል ጀግና  በርቱ ጥራት ላይም ጥሩ  በርቱቱቱቱቱ,Positive,Price
ታየን ሀገራዊነት ታየን ለዉጥ ተባረኩ ቀጥሉበት,Positive,Service
የኛ ምርጦች ለመጪው አመት በሰላም ያድርሰን,Positive,Service
የኔ ጀግና በርቺ,Positive,Service
ፍርዬ ኑርልን   ዕቅድ በተጨመሪ ሠራተኞችንም አስደስቺ  ቤት ግዥዉም ይታሰብ የታሰበዉም ነገር ከለ ይፍጠን ፈጠሪ ሀገራችን ን ሰለም ያድርግ ልን,Positive,Service
ማቀድ መፈጸም ተጎባራችሁ ,Positive,Service
ከህዝቡ ጎን በመሆን በአላትን በኢትዮጵያዊነታችን እንድናከብር የሚያስታውሰን ሁሌም በአል ሲመጣ በ  የምናስታውሰው ተቋም   በመሆኑ እናመሰግናለን መልካም በአል,Positive,Service
የምሬን  የምላችሁ በጣም በጣም  ደስ ያለኝ እካንም አብሮ ደስ አለኔ,Positive,Service
"እንኳን አብሮ ደስ አለን ኢትዮጵያ ሀገሬ  መመኪያዬ ክብሬ ኑሪ ለዘለአለም
",Positive,Service
ከትንሽ ወዳ ትልቅ ስላሆኔ በጣም ደስላል በዚሁ ቀጥሉበት,Positive,Service
ጅግ በጣም እናመሰናለን አሁንም የበለጠ ለወጣቱ የስራ በር እንደምትከፍቱለት ተስፋ እናደርጋለን ,Positive,Service
በድርጅታችሁ ውስጥ ልዩነት አለመኖሩ ተቋሙን አጠያያቂ ያደርገዋል,Positive,Service
አጠቃቀም መመሪያ ካለም አሳውቁን እናመሰግናለን ኢትዮ ቴለኮም ኩራታችን,Positive,Price
አዲስ አበባ ልደታ ኮንደምንየም  ባልቻአካባቢ   አይሰራም እባካችሁ አስተካክሉት,Positive,Service
በቴሌ ብር የአየር ስዓት ሰንገዛ ቦነስ በገዛ ልክ መኖሩ ይታወቃል የተሰጠው ቦነሱ ግን ጥቅል መግዛት አይችልም እና  የተሰጠው ተጨማሪ ስጦታ ጥቅልመግዛት እንዲችል ቢያደርግ መልካም ,Positive,Service
የብድር አገልግሎት ስንጠይቅ ረጅም ሰአት ቆይቶ  የሚሰጠን በቸገረን ሰዓት ፈጥኖ ካልደረሰ አገልግሎቱ ቢቀር,Positive,Service
ስራው በጣም ደስ የሚል  እናም ጥቅልል ብዬ ወደ ቴሌ ብር እንድገባ መብራት  ውሀ  ኤርላይን ክፍያ እና የተለያዩ አገልግሎት ክፍያዎችን እንደ  ብር እንድንከፍል የተሟላ አድርጉት,Positive,Service
በጣም ደስ ይላል  ወኪሎች ዝግጁ ስላልሆኑ እና ሽያጭ ማእከል ለወረፋ ስለሚዳርገን ወደ ንግድ ባንክ ትራንስፈር መሰራት አለበት   እስከ ታች ወርዶ ግንዛቤ መስጠት ያስፈልጋል ምክንያቱም በቴሌ ብር ልክፈል ብል እንኳን አያምንም ህዝቡ  በተረፈ በጣም ጥሩ ቴክኖሎጂ ,,
ቴሌብር መተግበሪያ የግል መረጃ ለስስተኛ ያሳውቃል ቢያንስ የአያት ስም እንዳይታይ መተግበሪያው ቢሻሻል  ይህን መረጃ በመጠቀም ሚስጥር ቁጥር ድጋሚ በማስላክ የሚሰሩ ትሬከሮች አሉ አደራ,,
ቴክኖሎጂው ጥሩ  ከሁሉም ባንኮች ጋር ብትሰሩ ከማንኛውም ባንክ ወደ ቴሌብር አካውንት እንዲሁም ከቴሌብር ወደ ማንኛውም ባንክ አካውንት ብር ማስተላለፍ እንዲቻል ብትሰሩ በተጨማሪም ሌሎች ክፍያዎችን በቴሌብር መክፈል የሚቻልበትን አሰራር ብትዘረጉ በተረፈ በርቱ,Positive,Service
ለማንኛውም ኪዩክስ ላይ ላሉ ኢጀንቶች ይሂ ዕድል በስፋት መሰጠት አለበት ምክንያቱም ሰዎች ባንክ ወይም የሽያጭ ማአከል ከመሂድ ሱቅ መሂድ ይቀላቸዋል ሲቀጥል ለባለሱቆችም ሊላ የስራ እድል ፈጠራ ድሆናል አይመስላቹም,Positive,Service
የተሌ ብር አገልግሎት መጀመሩ ጥሩ ሆኖ ለምን በ እንድሰራ እንደተደረገ አልገባኝም ምክንያቱም ለሁሉም ቦታ ማነኛውም ሰው ተጠቃሚ እንድንሆን ለምን አልተደረገም ለምሳሌ የቴሌ ብር  አዉርደዉ ስጠቀም   ከጠየቀኝ ቦሀላ ሙሉን አገልግሎት ለመጠቀም ስል   k ብሎ ይጠይቃልና ይህ ባይሆን ጥሩ ነበርና ብስተካክል የተሻለ ይሆናል ,Neutral,Service
እባካችሁ ወደ ታችኛው ክፍል ወርዳችሁ ለመስራት ሞክሩ,Neutral,Service
ይሄንኛው ጥሩ  እባካችሁ የኮሮና መልክታችሁን አንሱልን መስማት ካልፈለግን ቢያንስ የያለመስማት መብታችንን አክብሩልን,Neutral,Accessability 
የእንተርነት ወጋ በኢትዮጵያ በጣም ውድ  ቴሌ ይህን ልያስብበት ይገበል እንተርነት የሁሉም ዜጋ ተደረሽ እንድሆን ተርፉን መቀናስ አለበት የእንተርነት እና የድምጽ ጥቅል ለይ ና በሌሎችም ማሸሽያ ያደርገል ብሌን እንጣብቀለን ምክንያቱም በጣም ውድ  ሁሉን ያማከለ አይደለም,Neutral,Service
ተው በጤናዎ ይቆዩን መልሱልን,Neutral,Service
ጥሩ  በመቀጠል የበጀት መዚጊያ ስጦታን አሥቡባት,Neutral,Accessability 
 እባካቺሁ ሁልሉንም የሺያጭ ማዕካቺሁን ፈትሹ ገምግሙ ለምሳሌ የ ቢር  ፍቄ  ተበላሺቶ   የሺያጭ ማዕከል ሁድ ስሉኝይ ሄጄ ስትያቃቸው የልለም አይሰራም ለምን  አጥታቀ ምም  ,Neutral,Accessability 
ውድ ቴሌ ዎች እባካችሁ ህዝቡ አማራጭ ለውምና እዘኑለት ሁሉ ነገራቹህ ውድ  የኢንተርኔት ዋጋ ውድ ካረጉ ሀገራት ተርታ ራንክ ውስጥ  ያለ ጎግል  ሚለው እና ህዝቡን ተረዱት,Neutral,Service
እውነት ለመናገር ከምታቀርቡት ስልክ አንጻር ህዝቡን እየመጠናችሁ አይደለም የተሻለ ሞባይል ስልክ በተሻለ ዋጋ ለማቅረብ ሞክሩ,Neutral,Service
የተደራሽነት ችግር አለ ብዙ ሾፖች ላይ አይደርስም በሪጅን ወይም ዞኖች ላይ ብቻ ይገደባል ስለዚ ተደራሽነቱ ቢስተካከል አሪፍ,Neutral,Service
ይገርማል ስማርት ስልክ በተመጣጣኝ ዋጋ ባትሪያቸው ጠንካራ የሆኑ እያሉ ለምን ይህን ስልክ መረጣቹህ ያውም በእኛ አገር መብራት እስኪ የኬኒያን ተሌኮም ጎብኙ,Neutral,Service
