Comment,Sentiment,Aspect
በወደቀ ኢኮኖሚ ብዙ ታወራላችሁ,Negative ,Service 
የመብራት ኃይል ጋር ያላችሁስ ሲስተም ጥሩ አደለም,Negative ,Service 
ሞጣ ላይ ኔቶርክ ተዘክቷል ክፈቱት,Negative ,Service 
በየ ከተማው ያሉ የቴሌ ብር ወኪሎች ምንም እየሰሩ አይደለም,Negative ,Service 
እስኪ መጀመሪያ 3G network በስርዓት ይስራ አዴት ወረዳ ኢንተርኔት ፍጥነት በጣም ቀርፋፋ ነው,Negative ,Service 
በዚህ ኑሮ ውድነት ቴክኖሎጅ በላይ በላይ ፋይዳው አይታየኝም !!!,Negative ,Service 
እኛ 2g በትክክል ሳይሰራልን 5g እያሉ ምንድነው ወከባ መፍጠር,Negative ,Service 
5G እና ሮባትክ ስራ አንድ ላይ ማስተዋወቁ ምን አገናኘው,Negative ,Service 
ከሰሞኑን ምን እደሆነ አለውቅም4g እራሱ በጣም ሳንቲም እየበላብኝ ነው።,Negative ,Price 
ኧረ ጎበዝ በቆጂ እኮ ምንም አይነት ኔትዎርክ የለም ,Negative ,Service 
ፅድቁ ቀርቶ በቅጡ.... እስኪ መጀመሪያ አአ የሚተበረገውን ሌሎች የአገሪቱ ክፍሎች ላይም ተግብሩ,Negative ,Service 
ሰው ያልተጠቀመበትን ብር በልቶ በአመቱ መጨረሻ ቢሊዮን አትረፍኩ አይባልም ነውር ነው::,Negative ,Price 
እስቲ መጀመሪያ 2G በአግባቡ ለሁሉም አዳርሱ,Negative ,Service 
እኛ ደቡብ ምዕራብ ክልል 4G አልተጠቀምንም ነገር እናንተ 5G ተጠቀሙ ስትሉ በጣም ያሳዝናል።  ,Negative ,Service 
መጀመሪያ 4G ን ወደ ሥራ አስገቡ ።,Negative ,Service 
5G መጀመሩ በጣም ደስ ይላል ነገር ግን 4G ው ይህን ሁለት ቀን በጣም ደክሟል ,Negative ,Service 
የብሮድባንድ ኢንተርኔት ስፒድ በተደጋጋሚ እየወረደብኝ ሳስመዘግብ ችግሩን ለይቶ መፍትሔ ከመስጠት ይልቅ መሠላቸት ,Negative ,Service 
ቱጂ እንኳን አልሰራልንም 5ጂ አተበሉንቱጂ እንኳን አልሰራልንም 5ጂ አተበሉን,Negative ,Service 
 የምንጠቀምበት ኢንተርኔት አገልግሎት በጣም በተደጋጋሚ የሚቆራረጥ፤ፍጥነቱ በጣም ደካማ፤  አጠቃላይ ማሻሻያ ሲያደርግ ፍጥነቱ ተሻሻለ ብንባልም ለውጥ የለውም። ,Negative ,Service 
ጎንደር ላይ ኢንተርኔት በነፃ ምታስጠቅሙንይመስል በየጊዜው አታጥፉብን ልቀቁልን,Negative ,Service 
እኔ ከተመዘገብኩ ቆይቻለሁ ግን ምንም ነጥብ አልተሰጠኝም,Negative ,Service 
ከቃሊታ አለፍ ብሎ 4G በአግባቡ አይሰራም።,Negative ,Service 
በምስራቁ ክፍል 3G/2G auto ብቻ ነው የሚሰራልን።4G አይሰራም,Negative ,Service 
ተመዝግቤነበር የተላከልኝ ሜሴጅ ሰለ አሻሞ አልገባኝም,Negative ,Service 
5G? -እኛ እንጨት እያወጣን እንደውላለን እናንተ ግን አውሩ !!#ሀገሬ መምጫሽ ናፈቀኝ 😭😭😭,Negative ,Service 
ምንዋጋ አለዉ ቁጥር ብቻ ሆነ ኒትወርክ የለ ከሚሰራበት የማይሰራበት ቀን ይበልጣልም,Negative ,Service 
"ኸረ 5G ቀርቶብን 3G""ው"" በትክክል በሰራልን ጥሩ ነበር,,,, ድንቄም 5G",Negative ,Service 
የኛን ድካም እንደቀነሳችሁ የናንተንም ድካም የሚቀንስ ሳፋሪኮም ይምጣ።🤔,Negative ,Service 
ሀገር ሰላም ነው ብዬ ኢንተርኔት ለመጠቀም ካርድ ስሞላ አየር ላይ ለድምፅ ብሎ ይወስዳል ባለማወቅ ብዙ ጊዜ ተበልቻለው 🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️,Negative ,Price 
በቋሚነት የነበርውን ጥቅል ለማቋርጥ አስቸገረኝ,Negative ,Service 
ጥቅሉ አንዴ ከተገዛ በኋላ ሲያልቅ በራሳችሁ መግዛት ትችላላችሁ ተብሎ ነበር ግን እስከአሁን አልተቻለም,Negative ,Service 
My ethiotel app አይሰራም መፍትሔ ፈልጉልኝ,Negative ,Service 
በቴሌ ብር ፓርትነር መተግበሪያ ይህንን የኢድ ጥቅል ላገኘው አልቻሉም ።,Negative ,Service 
ምተወሩት ነገርና ተግባራችሁ  አይገነኝም,Negative ,Service 
ለተማሪ ብታዝኑ የሌሊት አታደርጉም ነበር,Negative ,Service 
My Ethoitel My Ethoitel አይከፍትም,Negative ,Service 
3G መች በትክክል ሰራ 5G ምናምን እኛ ስሙ ነይቶሪክ አይሆነንም አትቀልዱብን ጭራሽ ።,Negative ,Service 
ኧረ በናታችሁ ሙድ አትያዙ 2Gእና 3G እንኳን በ አግባቡ ሊሰራልን አልቻለም,Negative ,Service 
በtelebirr አስመሣዮች ብራችን እየተወሠደ ነው,Negative ,Service 
 የቴሌ ብር ጉዳይ በጣም የሌብነት በር ተከፍቶአል መላ በሉት!,Negative ,Service 
ችግሩ በጣም ዉድ በማስከፈል ከአለም አንደኛ ናችሁ😞 ቀነስን ትላላችሁ እንጂ Voice Internet በጣምምም ዉድ ነዉ,Negative ,Price 
በቴሌብር ተጠቅሜ እቃዎች ገዝቻለው ግን ነጥብ አልጨመረልኝም,Negative ,Service 
የአሻም ቴሌ የአገልግሎት ጊዜው ማብቂያው  አልተጠቀሰም,Negative ,Service 
በ እውነት ሳልፈልግ የቴሌ ደንበኝነቴን ላቋርጥ ነው !!!! ዳታ ሲም ላይ ያላችሁ አሰራር ደስ አይልም,Negative ,Quality 
ገራሚ ቢዝነስ ነው የምትሰሩ ቦጥቡጡን እንዴት network ሳይሰራ ብር ትቆርጣላቹህ,Negative ,Price 
ዋይፋይ ተቋርጦብናል  የደንበኞች አገልግሎት ስናመለክት ተመዝግቧል እንባላለን ግን ማንም የጠየቀን ወይም ሊጠግን የመጣ አካል የለም ::,Negative ,Service 
በጣም ይገርማችዋል ላለፉት 2 ወይም 3 አመት በስልኬ ደውዬ 994 ላይ መረጃ ማግኘት እንዳልችል ብሎክ አድርገውኛል። አዲሱ ቴሌ ናፈቀኝ።,Negative ,Service 
አሻም ቴሌ አልገባኝም,Negative ,Service 
my ethiotel አፑ አልሰራም አለኝ ለማውረድም እምቢ አለኝ,Negative ,Quality 
*999# አይሰራም እኮ,Negative ,Quality 
በርቱልን እግዚአብሔር ሀገራችንን ይባርክልን,Negative ,Quality 
ለተማሪ ብታዝኑ የሌሊት አታደርጉም ነበር,Negative ,Service 
ኧረ እባካችሁ ንገሩኝ መፍትሄውን ካርድ በሞላሁ ቁጥር በራሱ ጊዜ ጥቅል እየገዛ ተቸገርኩ,Negative ,Service 
አኔ የድምጽ እና መልእክት ፓኬጅ ጊዚው ከማለቁ በፊት ወደ ዳታ ለመቀየር በተደጋጋሚ ብሞክርም አፑ የማይሠራ በመሆኑ ፓኬጁ ሳልጠቀምበት ተቃጥሏል,Negative ,Quality 
የጽሑፋን ወደ ድምፅ ለመቀየር በተደጋጋሚ ሞክሬ ነበር ነገር ግን የጽሑፋን ወደ ድምፅ ለመቀየር በተደጋጋሚ ሞክሬ ነበር ነገር ግን አይቀይርም,Negative ,Quality 
ፓኬጅ ኮንቨርትና ትራንስፈር ሊሰራልኝ አልቻለም አፕሊኬሽኑ መፍትሔ ካላችሁ,Negative ,Quality 
ኧረ ባካችሁ የMy Ethiotel app play store ላይ ልቀቁልን አልያም ትክክለኛውን link ስጡን ባካችሁ😳,Negative ,Quality 
4G ራሱ ዳታ ስንጠቀም በመብረቅ ፍጥነት ሂሳባችንን ቅርጥፍ እያደረገብን ተቸገርን 5G ሲሆን እንዴት ልንሆን ነው?,Negative ,Price 
ኸራ መላ በሉኝ ስልኬ ዳታ ከልክ ይቆጥርብኛል። ,Negative ,Price 
በቴሌብር የመብራት ክፍያ ከፍዬ ግን ሁለቴ ነው የቆረጠብኝ,Negative ,Quality 
በቴሌብር የመብራት ክፍያ ከፍዬ ግን ሁለቴ ነው የቆረጠብኝ,Negative ,Service 
ውድ የተከበራችሁ የኢትዬ ቴሌኮም ሰራተኛች የተማሪዎች ጥቅል ገዝተን ከዳታ ወደ ድምጽ እና ከድምጽ ወደ ዳታ ማዟዟር አልቻልንም,Negative ,Quality 
ቆይ ግን ለምንድነው ለተማሪ ቅናሽ የማታደርጉት ቅናሽ ነው ተብለን ስንጠይቅ የለሊት ነው ይሉናል እኛ ኢንተርኔት ለመጠቀም ሌት መነሳት አለብን,Negative ,Service 
"ወርሀዊ የድምፅ ጥቅል ነበር የምጠቀመዉ, አሁን የተማሪ ጥቅል ተመዝግቤ ግን የሚሞላው የዱሮውን የድምፅ ጥቅል ነው። ",Negative ,Quality 
ማታ እስከ 5 ሰዓት 4G ኢንተርኔት በጣም ያስቸግራል,Negative ,Quality 
ከድምፅ ዎደ እንተርኔት ጥቅልን እንዴት መዞር ይቻላል ሥሞክር ማዞር ኣልቻልኩም,Negative ,Quality 
ቴሌብር ብዙ ብዙ ችግር ያለበት ዘረፋ የበዛበት ተሳስተም አሰራር ነው,Negative ,Quality 
በቴሌ ብር የwifi ክፍያ ፈጽሜ እንኳ አልከፈልክም ብላችሁኛል።አይደለም የሌላውን የራሳችሁን ሀላፊነት በቀዳሚነት ተወጡ ።,Negative ,Quality 
ገራሚ ቢዝነስ ነው የምትሰሩ ቦጥቡጡን እንዴት network ሳይሰራ ብር ትቆርጣላቹህ,Negative ,Price 
30 ሺ ብር በላይ ማስቀመጥ የማይቻልበት ሲስተም ይዛችሁ እንደ ባንክ እኩል ለምን ታወራላችሁ።,Negative ,Service 
ያለዘርፋችሁ የባንክ ስራ እየሰራችሁ የድርሻችሁን ትኩረት ማድረግ ተዋችሁት።,Negative ,Service 
የቴሌ ዘርፍ በወሬ ብቻ ነው ያደገው። ለመቶ ደንበኛ የታሰበውን አገልግሎት ለ2 መቶ ሽህ ደንበኛ ሰጥታችሁ አገልግሎቱን ገደላችሁት።,Negative ,Accessability 
ኤረ ፈጣሪን ፍሩ በደከመ አገልግሎት ሚዲያ ላይ ታንጫጫላችሁ አይደል ጥሩ አገልግሎት እንደተሠጠ አደርጋችሁ,Negative ,Quality 
እባኮት ቴለብር ላይ ብር ከሠራን በኃላ ተይዞብን ይለቀቃል እየተባለ እስካሁን አልተለቀቀም።,Negative ,Quality 
ለምንድነው ያልተገደበ ፕርምየም ዳታ ከ 900 ወደ 999 ብር የገባው,Negative ,Price 
ኢንተርኔት ጭራሽ አታስቡትም ልትሰሙንም ፈቃደኛ አይደላችሁም።,Negative ,Service 
የሽያጭ ማእከሎች እና ይቅር ጫፍ ቢሮዎች የስራ ሰአት እንዴት ነው አልገባኝም።ከሰአት 8 : 00 ገብተው 09:45 ሰአት በር ይዘጋሉ,Negative ,Service 
በየ ከተማው ያሉ የቴሌ ብር ወኪሎች ምንም እየሰሩ አይደለም ሁሉም ጋ የለንም ነው ሚሉ,Negative ,Accessability 
ቴሌ ብር የሚሠጠውን ማበረታቻ ለኔ ሥለተላከ ሢሜ ተዘግቷል ለምድነው የዘጋችሁት እእእ ምን ችግር አለው,Negative ,Service 
ደብረ ኤልያስ እና አካባቢው 3G ኮኔክሽን በትክክል በሁሉም ቦታ አይሰራም እንደውም ሰው በበዛበት ቀን ወይም ለክረበሀል መደወል አይችልም ,Negative ,Quality 
እኛ 2g በትክክል ሳይሰራልን 5g እያሉ ምንድነው ወከባ መፍጠር,Negative ,Quality 
ከሰሞኑን ምን እደሆነ አለውቅም4g እራሱ በጣም ሳንቲም እየበላብኝ ነው።,Negative ,Price 
4G ያልደረሰበት ቦታ አለ። 3G በትክክል እየሰራም አይደለም,Negative ,Quality 
3g እንኳን በትክክል መጠቀም አልቻልንም,Negative ,Quality 
አሻም ቴሌ የሚሠበሠበው ነጥብ ምድነው ሜጋባይት ወይስ ደይቃ ? አሃድ የለውም,Negative ,Service 
ኢንተርኔት ተጠቃሚ ለመሆን ተመዞግቤ ሁሉት ሳምንት አለፈኝ ካንሰል ተደርጓል ብለውኛል ምከንያቱን የሚናገረ ገን የለም,Negative ,Service 
ከ2ሳምት ወድህ በጣም የንትወርክ ችግር አለ።የችግሩ መንስኤ የምያስታውቅ አካል የለም።,Negative ,Quality 
ይህ የኔቶርክ አገልግሎት ግን ብዙዎቹን የሀገራችንን አካባቢዎች አለማካተቱና የሚጠቀመው የሞባይል ማቴሪያል ውሥን መሆኑ ቅር አሠኝቶናል,Negative ,Accessability 
Wifi ተቋርጦብኝ ደጋግሜ ቴሌ ብደው አታነሱም ስልክ,Negative ,Service 
እንኳን 5G ኔትወርክ ሊደርሰን ይቅር እና 2G፡3G፡4G ለድምፅ እንኳን የሚሆን ኔትወርክ ማግኘት ያልቻልንበት ሁኔታ ነው ያለው።,Negative ,Quality 
ኧረ pls 3G ራሱ እየሰራልን አይደለም።,Negative ,Quality 
ወገኞች! መሀል አዲስ አበባ 3G/4G በአግባቡ ሳይኖር 5G ምናምን እያላችሁ ትቀደዳላችሁ።,Negative ,Quality 
እስቲ 4G አስጠቅሙን መጀመሪያ።4ጂን ሳታዳርሱ የምን 5ጂ ምናምን ነው ወይስ አደረግን ለማለት ብቻ ነው,Negative ,Quality 
እናንተ ስለ 5G ታወራላችሁ መጀመሪያ 4G በሁሉም ከተሞች ሳታዳርሱ ,Negative ,Quality 
እኛ 2G እና 3G አልሰራም ብሎናል እናተ ሌላ ነገር ታወራለችሁ ይህንን በደንብ አስተካክሉት ወሬ ብቻ,Negative ,Quality 
ውድ ቴሌዋች 4G አልፈው ወደ 5ግ እየ ተሰራ ነው ግን በቦረና ዞን 1G እና 2G እንኩዋን በትክክል አይሰራም,Negative ,Accessability 
እኛ 4G አልተጠቀምንም ነገር እናንተ 5G ተጠቀሙ ስትሉ በጣም ያሳዝናል።,Negative ,Quality 
5G የሚትሉ Network ከመጣ ወዲህ እኛ የሚንጠቀመት 3G ፍጥነቷን ቀነሰች,Negative ,Quality 
እናንተ ስለ 5ኛ ትውልድ ነው ምታወሩት እኛ ግን 2ኛን ራሱ ለመጠቀም አልቻልንም።,Negative ,Quality 
በእጃቹ ላይ ያለዉን እንኳን በጥራት ማቅረብ አልቸላቹም ,Negative ,Quality 
እሁንም ኢትዬጵያ በኢንተርኔት ክፋያ ከአለም 1ኛ ናት,Negative ,Price 
እረ እባካችሁ አ.አ ላይ የውሃ በቴሌ ብር መክፈል አልተቻለም,Negative ,Service 
በቅድሚያ ኔትወርክ የሌላቸውን አካባቢዎች ኔትዎርክ አዳርሱ።,Negative ,Accessability 
ኔትወርካችን በጣም አቸግሮናል አረመፍትሄ ካላችሁ ሳምንት ሆነዉ ለምድነዉ መልስ የማይሰጠን,Negative ,Service 
አብዛኛውን ጊዜ ዩቲዩብ በደንብ አያጫውትም ይቆራረጣል,Negative ,Quality 
በትክክል የደወሉላቸው ደምበኛ ማግኘት አይችሉም የሚለው የኔት ችግሩን ከዋናው መሃል ከተማው መዲናዋ አ አ ፤ እና ዙሪያው ችግሮቹ ሳይቃለሉ ,Negative ,Quality 
 ኢንተርኔት አገልግሎት በተደጋጋሚ የሚቆራረጥ፤ፍጥነቱ ደካማ፤ በቅርቡ  አጠቃላይ ማሻሻያ ሲያደርግ ፍጥነቱ ተሻሻለ ብንባልም ለውጥ የለውም። ,Negative ,Quality 
በየወሩ ያልተጠቀምንበትን የአገልግሎት ክፍያ ነው የምንከፍለው።,Negative ,Quality 
ጎንደር ላይ ኢንተርኔት በነፃ ምታስጠቅሙንይመስል በየጊዜው አታጥፉብን ልቀቁልን,Negative ,Quality 
አረ 994 አንሱልን መች ነው የሚሰራው,Negative ,Service 
እኔ ከተመዘገብኩ ቆይቻለሁ ግን ምንም ነጥብ አልተሰጠኝም እየተደዋወልኩ ካርድም እየሞላሁ ነው ለምን ነው የማይሰጠኝ,Negative ,Service 
ወሎ መካነ ሰላም 3g ሌሊት ካልሆነ በስተቀር አይሰራም መላ ብትሉን,Negative ,Accessability 
ኧረ ባካችሁ ቴላዎች እዳ ሳይኖርብኝ የአዬር ሰዓት እዳ አለብህ እየተባልኩ ነው፥ የጥሪ ማእከላችሁ 994 ደግሞ እየሰራ አይደለም።,Negative ,Service 
አረ ተዉ ተለመኑን ፖለቲካ እና ቴሌ ምን አገናኝቶት ነዉ የጎንደር ከተማ ኢንተርኔት ዘግታችሁ የምትረብሹን,Negative ,Service 
ሽልመት ምነምን ብለችሁ አተሽቀብጡ ወሽት ነው የበዓልን ሽልመት ምን አደርገችሁት ሁሉም አልደረሰኝም ይለል,Negative ,Service 
ግን ነጥብ የሚሰበሰበው እንደምጠቀመው አደለም ብታዩት,Negative ,Service 
Ethio telecom ተመዝግበሻል ይለኛል ከዛ ok ስነካ ይጠፋል,Negative ,Service 
እባካችሁ ግልጽ አርጉት ምንም አልገባኝም ተመዝገበዋል ብሎኛል ያየሁት አዲስ ነገር የለም ስለምንድነው ጥቅሙ,Negative ,Service 
አሻም ሲመዘገቡ birr ይቆርጣል መሰለኝ 2 or 3 birr ቆርጦብኛል,Negative ,Price 
ማይ ኢትዮቴል ለመክፈት በጣም ያስቸግራል ማብራሪያ በተለይ ፓስወርድ ቶሎ አይከፍትም,Negative ,Service 
አገልግሎቱ እንደጀመረ ነበር የተመዘገብኩት ግን እስካሁን ምንም ዓይነት ነጥብ አልተሰጠኝም።,Negative ,Service 
ከተመዘገብኩ ቆየሁ ስልክ ና ኢንተርኔት በየቀኑ እጠቀማለሁ ያለኝን ነጥብ ሳየው 0 ነው የሚል ለምን ነው?,Negative ,Service 
ተመዝገቡ ተመዝገቡ ብላችሁ ቴሌ ብር ተመዘገብን፣ አገልግሎቱን ግን ለመስጠት ፍቃደኛ አደላችሁም፣,Negative ,Service 
እኔ ተመዝግቤያለሁ ፣ፓከጅም ገዝቼ እየተጠቀምኩ ነዉ ፤ነገር ግን እስካሁን ምንም ነጥብ የለኝም ።,Negative ,Service 
ምንዋጋ አለዉ ቁጥር ብቻ ሆነ ኒትወርክ የለ ከሚሰራበት የማይሰራበት ቀን ይበልጣል,Negative ,Quality 
ወደ አፍርካ ሀገረት ለምን ውድ ሆኑ ከውጭ ላሉ ወገኖቻችን ስልክ ለመደወል ለ5 ደቂቃ 30 ብር፣ ለ15 ደቂቃ 80 ብር መክፈል እጅግ በጣም ውድ,Negative ,Price 
በዚህ ኑሮ ውድነት ላይ ሌላ ተጨማሪ ወጪ?,Negative ,Service 
በቴሌ ብር የወር ያለተገደበ ገዝቼ የ 10 ፐርሰንት ቅናሽ አላገኘሁም,Negative ,Service 
በቴሌ ብር አሸናፊ ነኝ ሽልማቱ አልደረሰኝም,Negative ,Service 
እንደው ቴሌ ምን አድርጌ ነው ገደብ አልባ እንተርኔት ልክ እንድ 2G የሆነው ሲያወርድ ::,Negative ,Quality 
 ኔትወርክ በመዘጋቱ ያልተጠቀምኩበት ወርሃዊ 10 GB የኢንተርኔት ጥቅል እንድትመልሱልኝ በተደጋጋሚ ብጠይቅም ምላሽ አትሰጡኝም,Negative ,Service 
 ክልል ከ90% በላይ ማንኛውም ኔትወርክ በደንብ አይሰራም,Negative ,Quality 
በ21ኛው ክፍለ ዘመን ምንም ኔትወርክ የማይሰራበት ቦታዎች አሉ ለህመምተኛ እንኳን አንቡላንስ ለመጠየቅ የምትቸገርበት,Negative ,Quality 
የተንቀሳቃሽ ገመድ አልባ አውታር መረብ የማውረጃ ፍጥነቱ እጅግ በጣም ዘገምተኛ ነው።,Negative ,Quality 
4G አገልግሎት ለማግኘት ወደ ቴሌ ስሄድ እንደ መንግሥት ሆስፒታል ወረፋው መከራ ነው,Negative ,Service 
unlimited internet የገዛውን የአንድ ሰው መስመር ፍጥነቱን መቀነስ አይከብድም,Negative ,Service 
ምን ያደርጋል ስሙ ብቻ ነው ያለው ጥራት የሚባለውን ነገር በጣም እሩቅ ነው,Negative ,Quality 
እየተዘረፍን እማ አንኖርም,Negative ,Service 
ቴክኖሎጂ ማለት ዋናው አላማው እየገባችሁ አይደለምእስኪ ሌሎች ሀገራትን ተመልከቱዋናው ጉዳይ እኮ ህብረተሰቡን ቴክኖሎጂ ተጠቃሚ ማድረግ ማዘመን ነው,Negative ,Service 
ከተቻለ በዝቅተኛ ዋጋ ካልተቻለ በተመጣጣኝ ዋጋ እናተ ትኩረት ያደረጋችሁት ብር መሰብሰብ ብቻ ታሪፋችሁን አሻሽሉ ሃይ ምን ጉድ ናችሁ ።,Negative ,Price 
ሳዝናል የማዕከል ሐላፊዎቹም እምብዛም የኔትወርኩ ከሰፈር ሰፈር መለያየት አያስጨንቃቸውም በየሱቁ እየዞሩ ገበያቸውን ይከታተሉ እንጅ!!,Negative ,Service 
ተጠቃሚውም አንዴ ጥቅል ፣ መደበኛ ፣ የሎተሪ የበዓል የምናምነቴ እያላችሁ አታሰልቹት።,Negative ,Service 
በተለይ የሌሊት የኢንተርኔት ጥቅል በጣም ችግር አለበት ምነው በፍጥነት የሚያልቀው አቤት ዘረፋ🙆‍♀️🙅‍♀️,Negative ,Price 
127 ላይ ያሉት ኦፕሬተሮችን ለማግኘት ሥንት ቀን እንጠብቅ127 ላይ ያሉት ኦፕሬተሮችን ለማግኘት ሥንት ቀን እንጠብቅ,Negative ,Service 
እኔ የናፈቀኝ ሄሎ ይሰማል አይሰማም የሚለዉን ቃል መስማት የማልችልበትን ግዜ ነዉ,Negative ,Quality 
ቴሌ በመስታወቂያ የሚነነገረዉ እና በተግባር የሚታየው ነገር የሰማይና የምድር ነው 4G ተብለው የሚሸጠው የኔትወርክ እንደው የሚያስቅ ነው አረ ተው,Negative ,Quality 
ሚገርመው ግን በዞን ከተሞች ላይ እንኳን ኔትወርክ ቤት ውስጥ እንደልብ አይሰራም,Negative ,Quality 
ቴክኖሎጂ ማስፋፋቱ የሚበረታታ ቢሆንም ከህዝቡ አቅም ጋር የማይሄድና አሳፋሪ የሆነ #ታሪፍ ያለን ሀገር መሆናችንም መዘንጋት የለብንም።,Negative ,Price 
የኔትወርክ ማጥፋትና ማቋረጥ ምንድን ነው።,Negative ,Quality 
በዛሬው ዕለት የኢንተርኔት መስመሬ መዘጋቱን አርድታችሁኛል ፡፡ ነገር ግን መንስኤውን ማወቅ አለቻልኩም፡፡,Negative ,Service 
ኧረ እሱን ትታችሁ በተለይ በገጠሩ አካባቤ ኔትዎርክ መደወል እንኳን በአግባቡ አይሰራም ምናለ እሱን ብታስተካክሉልን??,Negative ,Quality 
አሁንም ድረስ ኔትወርክ የማይሰራበት ቦታ አለ,Negative ,Quality 
ዳታው በጣም እየቆጠረብን ተቸግረናል። መፍትሄው ምን ይሁን,Negative ,Quality 
ቅድሚያ ለወረዳዎች 4G ኔትወርክ አሳድጉ በአግባቡ internat አገልግሎት ማግኛት አልቻልንም.,Negative ,Quality 
በቃ ተቋማችሁ ጥሩ እንቅስቃሴ ላይ ነው።ሆኖም ግን Telle birr ወኪል ብላችሁ ያኖራችኋቸው ሰዎች ግን ለምልክት እንጅ ስራ ምንም እየሰሩ አድለም,Negative ,Service 
አሁንም ያንሳል የምርት አቅርቦት ችግር አለ,Negative ,Accessability 
ይህ ሁሉ ሲሆን እኛ ግን ዛሬም በሳምንት ውስጥ 3 ቀን በሚሠራ 2 G እየተሠቃየን ነው !!,Negative ,Quality 
 እኔ በምኖርበት አከባቢ ባለ ገመድ በንተርኔት በወር ዉስጥ 15ቀን ቢሰራ 15ይቆረጣል ,Negative ,Quality 
እረ ለምንድነው ቴሌዎች ተቸገርን እኮ ስልክ ጠፍቶብን ሲሙን ከቴሌ ለማውጣት ብንሔድ ሲሙን 994 አስከፍቱ ተባልን,Negative ,Service 
እኔ የWiFi አገልግሎት ለማግኘት በሀላባ ማዕከል ተመዝግቤ ደውለን እንጠረሃለን ካሉኝ 6 ወር አለፈ እና አገልግሎቱን ለማግኘት ይህን ያህል ጊዜ መውሰዱ ኖርማል ነው?,Negative ,Service 
እኛ በኔቶርክ ችግር ታሳቀይተነል እትዮ ቴሌ,Negative ,Quality 
 አብዛኛው አከባቢ የቴሌ ምርት አይደርስም,Negative ,Accessability 
አሻም ቴሌ ከጥቅል አገልግሎት ዳታ እና ድምጽ ስንጠቀም ነጥብ አይሰጥም ,Negative ,Service 
የኔ ዋይፋይ wirless dlink router ነበረችና ምንም ፍጥነት የለውም,Negative ,Quality 
እኛ አበላላችሁን ቀንሱልን ነው እንጂ 5 ጅብ ላኩልን አላልንም,Negative ,Price 
ያለ ምንም ችግር እየዘጋቹህብን አይደል አንዳንድ ቦታ ላይ,Negative ,Service 
ቴሌ ገቢ እንጂ ውጪ አያቅም ተቆረጥን ብትባሉ አትመልሱ,Negative ,Service 
 ጥራት የምትሏትን እቃወማለሁ,Negative ,Quality 
ከእኛ አንድ ብር ሁለት ብር አየቆረጣችሁ አለምንም ምክናየት ከእንታ ፖኬጅ ስንገዛ ግን አምስት ሳንቲም ብትጎል አይገዛም ,Negative ,Service 
አለአግባብ አትብሉ ትርፋማ ትርፋማ እያለችሁ ማውራት አይታክታችሁም,Negative ,Price 
የዋይፋይ ፍጥነት ቀንሶብኛል ኧረ ተው ተው,Negative ,Quality 
ኧረ ኔትወርክ አስተካክሉ እባካችሁ... ስላወራችሁ ብቻ ሰራችሁ ማለት አይደለም…,Negative ,Quality 
ስልካችን እዚሁ አዲስ አበባ ተቀምጠን የኔት ወርክ ጥራት ችግር አለ ያ ማለቴ ከድምፅ ጋር ተያይዞ ችግሩን ሊፍታ አልተቻለም,Negative ,Quality 
በአማሐራ ክልል ኮሽ ባለች ቁጥር ህዝቡ መረጃ እንዳያገኝ እንዳይነቃ  የተለያዩ መረጃ እንዳያገኝ ኔትወርክ በማፈንና በመዝጋት የህዝብን ድምፅ በማፈን እንከሳችኋለን ,Negative ,Service 
እየሰራን ነዉ ትላላቹህ ኒቶርኩ እንደሆን ኢሞ እንኩዋን በስራዓት አያሶራም ኢሞ በደህና የልሰራ ሌላውን እንዴት ነዉ,Negative ,Quality 
በዚህ ሰሞን ኢንተርኔት አይሰራም ማለት ይቻላል በጣም ይዘገያል።,Negative ,Quality 
እባካችሁ በምስራቅ ሐረርጌ እንተርኔት ማለትም ዳታ ማታ ማታ አይሰራም።,Negative ,Service 
እረ ባካችሁ አንሊምትድ እንተርኔት በጣም ተበላሽቱዋል ምንም ማውረድ አይችልም ምንድን ነው መፍትሄው የ አመት ከፍለንም እንደዚህ ልመና,Negative ,Quality 
የይለፍ ቃል ጠንካራ ለማድረግ እኮ የተለያየ መሆን አለበት የእናንተ መተግበሪያ ግን መጠቀም የሚቻለው ቁጥር ብቻ ነው ለምሳሌ ቴሌብር እና ማይ ኢትዮቴል,Negative ,security  
ኤሬ ፓኬጅ ገዚቼ ሳልጠቅም ዝም ብሎ አለቋል እያለ ነው,Negative ,Service 
127 ስደውለል ዋልኩ ጭራሽ አይነሳም እፉፉ,Negative ,Service 
የቴሌብር አካውንት ለመክፈት ደጋግሜ ብሞክርም ሊከፍትልኝ አልቻለም ።,Negative ,Service 
የቴሌ ብር ፓስዋርዴን ላኩ በፈጠራቹ!126 ላይ መልስ አልሰጥ አላቹኝ እኮ!,Negative ,Service 
እንዴት ነው ጥቅል መቀየር ሚቻለው? system erorr እያለ ነው,Negative ,Service 
ቴሌ ብር የማልጠቀመው የይለፍ ቃል ጥቂት ስለሆኑ በቀላሉ ስለሚሰበር ነው,Negative ,security 
ኧረ ባካችሁ textachihu ነው አሁንስ የሰለቸኝ በቃ አትላኩልኝ,Negative ,Service 
